,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2016-06-11_5,5,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,5,5,8,2016-06-11
2016-06-11_6,6,Lindsey Webster,Open Up,10,6,5,2016-06-11
2016-06-11_7,7,Fourplay,Anniversario,7,7,8,2016-06-11
2016-06-11_8,8,Nick Colionne,The Journey,4,1,13,2016-06-11
2016-06-11_9,9,Philippe Saisse Trio Featuring Marc Antoine & Gumbi Ortiz,And So But Then,8,8,16,2016-06-11
2016-06-11_10,10,Boney James,A Little Attitude,6,1,14,2016-06-11
2016-06-11_11,11,Cindy Bradley,Lost And Found,16,11,8,2016-06-11
2016-06-11_12,12,Gregg Karukas Featuring Vincent Ingala,Only You,15,8,16,2016-06-11
2016-06-11_13,13,Jeff Lorber Fusion,Soul Party,18,13,9,2016-06-11
2016-06-11_14,14,Brian Simpson Featuring Dave Koz,When I Say Your Name,13,12,13,2016-06-11
2016-06-11_15,15,Michael Lington Featuring Booker T,Beale Street,12,12,12,2016-06-11
2016-06-11_16,16,ThreeStyle Featuring Magdalena Chovancova,A Little Longer,11,7,19,2016-06-11
2016-06-11_17,17,Najee Featuring Frank McComb,Signature,19,11,11,2016-06-11
2016-06-11_18,18,Euge Groove,Still Euge,23,18,3,2016-06-11
2016-06-11_19,19,John Novello Featuring Gerald Albright,Crush,17,8,18,2016-06-11
2016-06-11_20,20,Steve Cole,Mirage,30,20,2,2016-06-11
2016-06-11_21,21,Andy Snitzer,She Loves Me,21,21,5,2016-06-11
2016-06-11_22,22,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),22,22,3,2016-06-11
2016-06-11_23,23,Chris Standring,Ready Steady Flow,14,2,18,2016-06-11
2016-06-11_24,24,Yellowjackets,Eddie's In The House,26,23,5,2016-06-11
2016-06-11_25,25,Nils,Two Of A Kind,20,17,10,2016-06-11
2016-06-11_26,26,Kim Scott,Sizzle!,28,22,6,2016-06-11
2016-06-11_27,27,Henry Robinett,Change,24,23,9,2016-06-11
2016-06-11_28,28,Javier Colon,Gravity,25,25,2,2016-06-11
2016-06-11_29,29,Brian Bromberg,Havana Nights (aka Havana Nagila),29,27,6,2016-06-11
2016-06-11_30,30,Walter Beasley Featuring Michael O'Hara,Hard Work,27,17,14,2016-06-11
2016-06-18_1,1,Adam Hawley Featuring Eric Darius,35th Street,1,1,13,2016-06-18
2016-06-18_2,2,Julian Vaughn,You're Mine,4,2,6,2016-06-18
2016-06-18_3,3,Darren Rahn,D-Luxe,3,1,18,2016-06-18
2016-06-18_4,4,Bwb,bwb,2,1,14,2016-06-18
2016-06-18_5,5,Lindsey Webster,Open Up,6,5,6,2016-06-18
2016-06-18_6,6,Fourplay,Anniversario,7,6,9,2016-06-18
2016-06-18_7,7,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,5,5,9,2016-06-18
2016-06-18_8,8,Euge Groove,Still Euge,18,8,4,2016-06-18
2016-06-18_9,9,Cindy Bradley,Lost And Found,11,9,9,2016-06-18
2016-06-18_10,10,Gregg Karukas Featuring Vincent Ingala,Only You,12,8,17,2016-06-18
2016-06-18_11,11,Philippe Saisse Trio Featuring Marc Antoine & Gumbi Ortiz,And So But Then,9,8,17,2016-06-18
2016-06-18_12,12,Nick Colionne,The Journey,8,1,14,2016-06-18
2016-06-18_13,13,Steve Cole,Mirage,20,13,3,2016-06-18
2016-06-18_14,14,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),22,14,4,2016-06-18
2016-06-18_15,15,Brian Simpson Featuring Dave Koz,When I Say Your Name,14,12,14,2016-06-18
2016-06-18_16,16,Jeff Lorber Fusion,Soul Party,13,13,10,2016-06-18
2016-06-18_17,17,Najee Featuring Frank McComb,Signature,17,11,12,2016-06-18
2016-06-18_18,18,Michael Lington Featuring Booker T,Beale Street,15,12,13,2016-06-18
2016-06-18_19,19,3rd Force,Breakout,0,19,1,2016-06-18
2016-06-18_20,20,Boney James,A Little Attitude,10,1,15,2016-06-18
2016-06-18_21,21,Andy Snitzer,She Loves Me,21,21,6,2016-06-18
2016-06-18_22,22,Javier Colon,Gravity,28,22,3,2016-06-18
2016-06-18_23,23,Kim Scott,Sizzle!,26,22,7,2016-06-18
2016-06-18_24,24,Nils,Two Of A Kind,25,17,11,2016-06-18
2016-06-18_25,25,ThreeStyle Featuring Magdalena Chovancova,A Little Longer,16,7,20,2016-06-18
2016-06-18_26,26,Brian Bromberg,Havana Nights (aka Havana Nagila),29,26,7,2016-06-18
2016-06-18_27,27,Yellowjackets,Eddie's In The House,24,23,6,2016-06-18
2016-06-18_28,28,John Novello Featuring Gerald Albright,Crush,19,8,19,2016-06-18
2016-06-18_29,29,Regina Belle,You,0,29,1,2016-06-18
2016-06-18_30,30,The Rippingtons Featuring Russ Freeman,Wild Tales,0,30,1,2016-06-18
2016-06-25_1,1,Adam Hawley Featuring Eric Darius,35th Street,1,1,14,2016-06-25
2016-06-25_2,2,Julian Vaughn,You're Mine,2,2,7,2016-06-25
2016-06-25_3,3,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,7,3,10,2016-06-25
2016-06-25_4,4,Fourplay,Anniversario,6,4,10,2016-06-25
2016-06-25_5,5,Lindsey Webster,Open Up,5,5,7,2016-06-25
2016-06-25_6,6,Bwb,bwb,4,1,15,2016-06-25
2016-06-25_7,7,Darren Rahn,D-Luxe,3,1,19,2016-06-25
2016-06-25_8,8,Cindy Bradley,Lost And Found,9,8,10,2016-06-25
2016-06-25_9,9,Euge Groove,Still Euge,8,8,5,2016-06-25
2016-06-25_10,10,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),14,10,5,2016-06-25
2016-06-25_11,11,Steve Cole,Mirage,13,11,4,2016-06-25
2016-06-25_12,12,Gregg Karukas Featuring Vincent Ingala,Only You,10,8,18,2016-06-25
2016-06-25_13,13,Jeff Lorber Fusion,Soul Party,16,13,11,2016-06-25
2016-06-25_14,14,Philippe Saisse Trio Featuring Marc Antoine & Gumbi Ortiz,And So But Then,11,8,18,2016-06-25
2016-06-25_15,15,Michael Lington Featuring Booker T,Beale Street,18,12,14,2016-06-25
2016-06-25_16,16,Nick Colionne,The Journey,12,1,15,2016-06-25
2016-06-25_17,17,Najee Featuring Frank McComb,Signature,17,11,13,2016-06-25
2016-06-25_18,18,Brian Simpson Featuring Dave Koz,When I Say Your Name,15,12,15,2016-06-25
2016-06-25_19,19,3rd Force,Breakout,19,19,2,2016-06-25
2016-06-25_20,20,Javier Colon,Gravity,22,20,4,2016-06-25
2016-06-25_21,21,Andy Snitzer,She Loves Me,21,21,7,2016-06-25
2016-06-25_22,22,Kim Waters,Bring It,0,22,1,2016-06-25
2016-06-25_23,23,Boney James,A Little Attitude,20,1,16,2016-06-25
2016-06-25_24,24,Kim Scott,Sizzle!,23,22,8,2016-06-25
2016-06-25_25,25,Regina Belle,You,29,25,2,2016-06-25
2016-06-25_26,26,The Rippingtons Featuring Russ Freeman,Wild Tales,30,26,2,2016-06-25
2016-06-25_27,27,Vincent Ingala,In Deep,0,27,1,2016-06-25
2016-06-25_28,28,Brian Bromberg,Havana Nights (aka Havana Nagila),26,26,8,2016-06-25
2016-06-25_29,29,Yellowjackets,Eddie's In The House,27,23,7,2016-06-25
2016-06-25_30,30,Nicholas Cole,The Kickback,0,30,1,2016-06-25
2016-07-02_1,1,Adam Hawley Featuring Eric Darius,35th Street,1,1,15,2016-07-02
2016-07-02_2,2,Julian Vaughn,You're Mine,2,2,8,2016-07-02
2016-07-02_3,3,Lindsey Webster,Open Up,5,3,8,2016-07-02
2016-07-02_4,4,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,3,3,11,2016-07-02
2016-07-02_5,5,Fourplay,Anniversario,4,4,11,2016-07-02
2016-07-02_6,6,Euge Groove,Still Euge,9,6,6,2016-07-02
2016-07-02_7,7,Steve Cole,Mirage,11,7,5,2016-07-02
2016-07-02_8,8,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),10,8,6,2016-07-02
2016-07-02_9,9,3rd Force,Breakout,19,9,3,2016-07-02
2016-07-02_10,10,Cindy Bradley,Lost And Found,8,8,11,2016-07-02
2016-07-02_11,11,Gregg Karukas Featuring Vincent Ingala,Only You,12,8,19,2016-07-02
2016-07-02_12,12,Andy Snitzer,She Loves Me,21,12,8,2016-07-02
2016-07-02_13,13,Javier Colon,Gravity,20,13,5,2016-07-02
2016-07-02_14,14,Darren Rahn,D-Luxe,7,1,20,2016-07-02
2016-07-02_15,15,Jeff Lorber Fusion,Soul Party,13,13,12,2016-07-02
2016-07-02_16,16,Bwb,bwb,6,1,16,2016-07-02
2016-07-02_17,17,Vincent Ingala,In Deep,27,17,2,2016-07-02
2016-07-02_18,18,Kim Waters,Bring It,22,18,2,2016-07-02
2016-07-02_19,19,Philippe Saisse Trio Featuring Marc Antoine & Gumbi Ortiz,And So But Then,14,8,19,2016-07-02
2016-07-02_20,20,Michael Lington Featuring Booker T,Beale Street,15,12,15,2016-07-02
2016-07-02_21,21,Nicholas Cole,The Kickback,30,21,2,2016-07-02
2016-07-02_22,22,Nick Colionne,The Journey,16,1,16,2016-07-02
2016-07-02_23,23,Brian Simpson Featuring Dave Koz,When I Say Your Name,18,12,16,2016-07-02
2016-07-02_24,24,Boney James,A Little Attitude,23,1,17,2016-07-02
2016-07-02_25,25,The Rippingtons Featuring Russ Freeman,Wild Tales,26,25,3,2016-07-02
2016-07-02_26,26,Najee Featuring Frank McComb,Signature,17,11,14,2016-07-02
2016-07-02_27,27,Kim Scott,Sizzle!,24,22,9,2016-07-02
2016-07-02_28,28,Regina Belle,You,25,25,3,2016-07-02
2016-07-02_29,29,Steve Watson,Playtime,0,29,1,2016-07-02
2016-07-02_30,30,Greg Adams East Bay Soul,Didn't Wanna Do it,0,30,1,2016-07-02
2016-07-09_1,1,Adam Hawley Featuring Eric Darius,35th Street,1,1,16,2016-07-09
2016-07-09_2,2,Julian Vaughn,You're Mine,2,2,9,2016-07-09
2016-07-09_3,3,Lindsey Webster,Open Up,3,3,9,2016-07-09
2016-07-09_4,4,Euge Groove,Still Euge,6,4,7,2016-07-09
2016-07-09_5,5,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,4,3,12,2016-07-09
2016-07-09_6,6,Fourplay,Anniversario,5,4,12,2016-07-09
2016-07-09_7,7,Steve Cole,Mirage,7,7,6,2016-07-09
2016-07-09_8,8,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),8,8,7,2016-07-09
2016-07-09_9,9,3rd Force,Breakout,9,9,4,2016-07-09
2016-07-09_10,10,Cindy Bradley,Lost And Found,10,8,12,2016-07-09
2016-07-09_11,11,Andy Snitzer,She Loves Me,12,11,9,2016-07-09
2016-07-09_12,12,Vincent Ingala,In Deep,17,12,3,2016-07-09
2016-07-09_13,13,Jeff Lorber Fusion,Soul Party,15,13,13,2016-07-09
2016-07-09_14,14,Javier Colon,Gravity,13,13,6,2016-07-09
2016-07-09_15,15,Kim Waters,Bring It,18,15,3,2016-07-09
2016-07-09_16,16,Gregg Karukas Featuring Vincent Ingala,Only You,11,8,20,2016-07-09
2016-07-09_17,17,Nicholas Cole,The Kickback,21,17,3,2016-07-09
2016-07-09_18,18,The Rippingtons Featuring Russ Freeman,Wild Tales,25,18,4,2016-07-09
2016-07-09_19,19,Boney James,A Little Attitude,24,1,18,2016-07-09
2016-07-09_20,20,Kim Scott,Sizzle!,27,20,10,2016-07-09
2016-07-09_21,21,Brian Simpson Featuring Dave Koz,When I Say Your Name,23,12,17,2016-07-09
2016-07-09_22,22,Michael Lington Featuring Booker T,Beale Street,20,12,16,2016-07-09
2016-07-09_23,23,Bwb,bwb,16,1,17,2016-07-09
2016-07-09_24,24,Nick Colionne,The Journey,22,1,17,2016-07-09
2016-07-09_25,25,Regina Belle,You,28,25,4,2016-07-09
2016-07-09_26,26,Steve Watson,Playtime,29,26,2,2016-07-09
2016-07-09_27,27,Philippe Saisse Trio Featuring Marc Antoine & Gumbi Ortiz,And So But Then,19,8,20,2016-07-09
2016-07-09_28,28,Dominick Farinacci,Sunshine Of Your Love,0,28,1,2016-07-09
2016-07-09_29,29,Paula Atherton,Between You & Me,0,29,1,2016-07-09
2016-07-09_30,30,Najee Featuring Frank McComb,Signature,26,11,15,2016-07-09
2016-07-16_1,1,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,5,1,13,2016-07-16
2016-07-16_2,2,Julian Vaughn,You're Mine,2,2,10,2016-07-16
2016-07-16_3,3,Euge Groove,Still Euge,4,3,8,2016-07-16
2016-07-16_4,4,Steve Cole,Mirage,7,4,7,2016-07-16
2016-07-16_5,5,Adam Hawley Featuring Eric Darius,35th Street,1,1,17,2016-07-16
2016-07-16_6,6,Lindsey Webster,Open Up,3,3,10,2016-07-16
2016-07-16_7,7,Fourplay,Anniversario,6,4,13,2016-07-16
2016-07-16_8,8,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),8,8,8,2016-07-16
2016-07-16_9,9,3rd Force,Breakout,9,9,5,2016-07-16
2016-07-16_10,10,Cindy Bradley,Lost And Found,10,8,13,2016-07-16
2016-07-16_11,11,Jeff Lorber Fusion,Soul Party,13,11,14,2016-07-16
2016-07-16_12,12,Andy Snitzer,She Loves Me,11,11,10,2016-07-16
2016-07-16_13,13,Vincent Ingala,In Deep,12,12,4,2016-07-16
2016-07-16_14,14,Nicholas Cole,The Kickback,17,14,4,2016-07-16
2016-07-16_15,15,Kim Waters,Bring It,15,15,4,2016-07-16
2016-07-16_16,16,Javier Colon,Gravity,14,13,7,2016-07-16
2016-07-16_17,17,The Rippingtons Featuring Russ Freeman,Wild Tales,18,17,5,2016-07-16
2016-07-16_18,18,Steve Watson,Playtime,26,18,3,2016-07-16
2016-07-16_19,19,Kim Scott,Sizzle!,20,19,11,2016-07-16
2016-07-16_20,20,Boney James,A Little Attitude,19,1,19,2016-07-16
2016-07-16_21,21,Chris Standring,Soul Vibration,0,21,1,2016-07-16
2016-07-16_22,22,Regina Belle,You,25,22,5,2016-07-16
2016-07-16_23,23,Paula Atherton,Between You & Me,29,23,2,2016-07-16
2016-07-16_24,24,Dominick Farinacci,Sunshine Of Your Love,28,24,2,2016-07-16
2016-07-16_25,25,Michael Lington Featuring Booker T,Beale Street,22,12,17,2016-07-16
2016-07-16_26,26,Nick Colionne,The Journey,24,1,18,2016-07-16
2016-07-16_27,27,Najee Featuring Frank McComb,Signature,30,11,16,2016-07-16
2016-07-16_28,28,Bwb,bwb,23,1,18,2016-07-16
2016-07-16_29,29,Oli Silk,Take Me Away,0,29,1,2016-07-16
2016-07-16_30,30,Greg Manning,Sugar & Spice,0,30,1,2016-07-16
2016-07-23_1,1,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,1,1,14,2016-07-23
2016-07-23_2,2,Steve Cole,Mirage,4,2,8,2016-07-23
2016-07-23_3,3,Euge Groove,Still Euge,3,3,9,2016-07-23
2016-07-23_4,4,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),8,4,9,2016-07-23
2016-07-23_5,5,Julian Vaughn,You're Mine,2,2,11,2016-07-23
2016-07-23_6,6,Lindsey Webster,Open Up,6,3,11,2016-07-23
2016-07-23_7,7,Fourplay,Anniversario,7,4,14,2016-07-23
2016-07-23_8,8,Adam Hawley Featuring Eric Darius,35th Street,5,1,18,2016-07-23
2016-07-23_9,9,3rd Force,Breakout,9,9,6,2016-07-23
2016-07-23_10,10,Cindy Bradley,Lost And Found,10,8,14,2016-07-23
2016-07-23_11,11,Andy Snitzer,She Loves Me,12,11,11,2016-07-23
2016-07-23_12,12,Kim Waters,Bring It,15,12,5,2016-07-23
2016-07-23_13,13,Javier Colon,Gravity,16,13,8,2016-07-23
2016-07-23_14,14,Jeff Lorber Fusion,Soul Party,11,11,15,2016-07-23
2016-07-23_15,15,Vincent Ingala,In Deep,13,12,5,2016-07-23
2016-07-23_16,16,Nicholas Cole,The Kickback,14,14,5,2016-07-23
2016-07-23_17,17,The Rippingtons Featuring Russ Freeman,Wild Tales,17,17,6,2016-07-23
2016-07-23_18,18,Chris Standring,Soul Vibration,21,18,2,2016-07-23
2016-07-23_19,19,Steve Watson,Playtime,18,18,4,2016-07-23
2016-07-23_20,20,Greg Adams East Bay Soul,Didn't Wanna Do it,0,20,2,2016-07-23
2016-07-23_21,21,Paula Atherton,Between You & Me,23,21,3,2016-07-23
2016-07-23_22,22,Greg Manning,Sugar & Spice,30,22,2,2016-07-23
2016-07-23_23,23,Kim Scott,Sizzle!,19,19,12,2016-07-23
2016-07-23_24,24,Regina Belle,You,22,22,6,2016-07-23
2016-07-23_25,25,Michael Lington Featuring Booker T,Beale Street,25,12,18,2016-07-23
2016-07-23_26,26,Dominick Farinacci,Sunshine Of Your Love,24,24,3,2016-07-23
2016-07-23_27,27,Boney James,A Little Attitude,20,1,20,2016-07-23
2016-07-23_28,28,Oli Silk,Take Me Away,29,28,2,2016-07-23
2016-07-23_29,29,Patrick Bradley,All In,0,29,1,2016-07-23
2016-07-23_30,30,Blake Aaron,Summer Ride,0,30,1,2016-07-23
2016-07-30_1,1,Euge Groove,Still Euge,3,1,10,2016-07-30
2016-07-30_2,2,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,1,1,15,2016-07-30
2016-07-30_3,3,Steve Cole,Mirage,2,2,9,2016-07-30
2016-07-30_4,4,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),4,4,10,2016-07-30
2016-07-30_5,5,3rd Force,Breakout,9,5,7,2016-07-30
2016-07-30_6,6,Lindsey Webster,Open Up,6,3,12,2016-07-30
2016-07-30_7,7,Julian Vaughn,You're Mine,5,2,12,2016-07-30
2016-07-30_8,8,Fourplay,Anniversario,7,4,15,2016-07-30
2016-07-30_9,9,Adam Hawley Featuring Eric Darius,35th Street,8,1,19,2016-07-30
2016-07-30_10,10,Cindy Bradley,Lost And Found,10,8,15,2016-07-30
2016-07-30_11,11,Kim Waters,Bring It,12,11,6,2016-07-30
2016-07-30_12,12,Nicholas Cole,The Kickback,16,12,6,2016-07-30
2016-07-30_13,13,Andy Snitzer,She Loves Me,11,11,12,2016-07-30
2016-07-30_14,14,Vincent Ingala,In Deep,15,12,6,2016-07-30
2016-07-30_15,15,The Rippingtons Featuring Russ Freeman,Wild Tales,17,15,7,2016-07-30
2016-07-30_16,16,Jeff Lorber Fusion,Soul Party,14,11,16,2016-07-30
2016-07-30_17,17,Javier Colon,Gravity,13,13,9,2016-07-30
2016-07-30_18,18,Chris Standring,Soul Vibration,18,18,3,2016-07-30
2016-07-30_19,19,Bwb,Triple Dare,0,19,1,2016-07-30
2016-07-30_20,20,Greg Manning,Sugar & Spice,22,20,3,2016-07-30
2016-07-30_21,21,Greg Adams East Bay Soul,Didn't Wanna Do it,20,20,3,2016-07-30
2016-07-30_22,22,Paula Atherton,Between You & Me,21,21,4,2016-07-30
2016-07-30_23,23,Kim Scott,Sizzle!,23,19,13,2016-07-30
2016-07-30_24,24,Oli Silk,Take Me Away,28,24,3,2016-07-30
2016-07-30_25,25,Pieces Of A Dream,Turn It Up,0,25,1,2016-07-30
2016-07-30_26,26,Patrick Bradley,All In,29,26,2,2016-07-30
2016-07-30_27,27,Steve Watson,Playtime,19,18,5,2016-07-30
2016-07-30_28,28,Jack Magnet,Still Boppin' Along,0,28,1,2016-07-30
2016-07-30_29,29,Keiko Matsui,Moving On,0,29,1,2016-07-30
2016-07-30_30,30,Blake Aaron,Summer Ride,30,30,2,2016-07-30
2016-08-06_1,1,Steve Cole,Mirage,3,1,10,2016-08-06
2016-08-06_2,2,Euge Groove,Still Euge,1,1,11,2016-08-06
2016-08-06_3,3,3rd Force,Breakout,5,3,8,2016-08-06
2016-08-06_4,4,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),4,4,11,2016-08-06
2016-08-06_5,5,Fourplay,Anniversario,8,4,16,2016-08-06
2016-08-06_6,6,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,2,1,16,2016-08-06
2016-08-06_7,7,Lindsey Webster,Open Up,6,3,13,2016-08-06
2016-08-06_8,8,Julian Vaughn,You're Mine,7,2,13,2016-08-06
2016-08-06_9,9,Adam Hawley Featuring Eric Darius,35th Street,9,1,20,2016-08-06
2016-08-06_10,10,Vincent Ingala,In Deep,14,10,7,2016-08-06
2016-08-06_11,11,Cindy Bradley,Lost And Found,10,8,16,2016-08-06
2016-08-06_12,12,The Rippingtons Featuring Russ Freeman,Wild Tales,15,12,8,2016-08-06
2016-08-06_13,13,Andy Snitzer,She Loves Me,13,11,13,2016-08-06
2016-08-06_14,14,Chris Standring,Soul Vibration,18,14,4,2016-08-06
2016-08-06_15,15,Nicholas Cole,The Kickback,12,12,7,2016-08-06
2016-08-06_16,16,Kim Waters,Bring It,11,11,7,2016-08-06
2016-08-06_17,17,Javier Colon,Gravity,17,13,10,2016-08-06
2016-08-06_18,18,Jeff Lorber Fusion,Soul Party,16,11,17,2016-08-06
2016-08-06_19,19,Bwb,Triple Dare,19,19,2,2016-08-06
2016-08-06_20,20,Greg Manning,Sugar & Spice,20,20,4,2016-08-06
2016-08-06_21,21,Pieces Of A Dream,Turn It Up,25,21,2,2016-08-06
2016-08-06_22,22,Keiko Matsui,Moving On,29,22,2,2016-08-06
2016-08-06_23,23,Greg Adams East Bay Soul,Didn't Wanna Do it,21,20,4,2016-08-06
2016-08-06_24,24,Oli Silk,Take Me Away,24,24,4,2016-08-06
2016-08-06_25,25,Kim Scott,Sizzle!,23,19,14,2016-08-06
2016-08-06_26,26,Paula Atherton,Between You & Me,22,21,5,2016-08-06
2016-08-06_27,27,Nick Colionne,Say What's On Your Mind,0,27,1,2016-08-06
2016-08-06_28,28,Patrick Bradley,All In,26,26,3,2016-08-06
2016-08-06_29,29,Ron McMillon,In The Flow,0,29,1,2016-08-06
2016-08-06_30,30,Steve Watson,Playtime,27,18,6,2016-08-06
2016-08-13_1,1,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),4,1,12,2016-08-13
2016-08-13_2,2,Steve Cole,Mirage,1,1,11,2016-08-13
2016-08-13_3,3,Euge Groove,Still Euge,2,1,12,2016-08-13
2016-08-13_4,4,3rd Force,Breakout,3,3,9,2016-08-13
2016-08-13_5,5,Fourplay,Anniversario,5,4,17,2016-08-13
2016-08-13_6,6,Lindsey Webster,Open Up,7,3,14,2016-08-13
2016-08-13_7,7,Vincent Ingala,In Deep,10,7,8,2016-08-13
2016-08-13_8,8,Nicholas Cole,The Kickback,15,8,8,2016-08-13
2016-08-13_9,9,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,6,1,17,2016-08-13
2016-08-13_10,10,The Rippingtons Featuring Russ Freeman,Wild Tales,12,10,9,2016-08-13
2016-08-13_11,11,Chris Standring,Soul Vibration,14,11,5,2016-08-13
2016-08-13_12,12,Nick Colionne,Say What's On Your Mind,27,12,2,2016-08-13
2016-08-13_13,13,Bwb,Triple Dare,19,13,3,2016-08-13
2016-08-13_14,14,Kim Waters,Bring It,16,11,8,2016-08-13
2016-08-13_15,15,Julian Vaughn,You're Mine,8,2,14,2016-08-13
2016-08-13_16,16,Andy Snitzer,She Loves Me,13,11,14,2016-08-13
2016-08-13_17,17,Jeff Lorber Fusion,Soul Party,18,11,18,2016-08-13
2016-08-13_18,18,Javier Colon,Gravity,17,13,11,2016-08-13
2016-08-13_19,19,Greg Manning,Sugar & Spice,20,19,5,2016-08-13
2016-08-13_20,20,Keiko Matsui,Moving On,22,20,3,2016-08-13
2016-08-13_21,21,Oli Silk,Take Me Away,24,21,5,2016-08-13
2016-08-13_22,22,Pieces Of A Dream,Turn It Up,21,21,3,2016-08-13
2016-08-13_23,23,Cindy Bradley,Lost And Found,11,8,17,2016-08-13
2016-08-13_24,24,Greg Adams East Bay Soul,Didn't Wanna Do it,23,20,5,2016-08-13
2016-08-13_25,25,Jack Magnet,Still Boppin' Along,0,25,2,2016-08-13
2016-08-13_26,26,Steve Watson,Playtime,30,18,7,2016-08-13
2016-08-13_27,27,The JT Project,Talk About It,0,27,1,2016-08-13
2016-08-13_28,28,Ron McMillon,In The Flow,29,28,2,2016-08-13
2016-08-13_29,29,Paula Atherton,Between You & Me,26,21,6,2016-08-13
2016-08-13_30,30,Patrick Bradley,All In,28,26,4,2016-08-13
2016-08-20_1,1,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),1,1,13,2016-08-20
2016-08-20_2,2,Steve Cole,Mirage,2,1,12,2016-08-20
2016-08-20_3,3,3rd Force,Breakout,4,3,10,2016-08-20
2016-08-20_4,4,Euge Groove,Still Euge,3,1,13,2016-08-20
2016-08-20_5,5,Nicholas Cole,The Kickback,8,5,9,2016-08-20
2016-08-20_6,6,Fourplay,Anniversario,5,4,18,2016-08-20
2016-08-20_7,7,Vincent Ingala,In Deep,7,7,9,2016-08-20
2016-08-20_8,8,Bwb,Triple Dare,13,8,4,2016-08-20
2016-08-20_9,9,Nick Colionne,Say What's On Your Mind,12,9,3,2016-08-20
2016-08-20_10,10,The Rippingtons Featuring Russ Freeman,Wild Tales,10,10,10,2016-08-20
2016-08-20_11,11,Chris Standring,Soul Vibration,11,11,6,2016-08-20
2016-08-20_12,12,Kim Waters,Bring It,14,11,9,2016-08-20
2016-08-20_13,13,Lindsey Webster,Open Up,6,3,15,2016-08-20
2016-08-20_14,14,Keiko Matsui,Moving On,20,14,4,2016-08-20
2016-08-20_15,15,Greg Manning,Sugar & Spice,19,15,6,2016-08-20
2016-08-20_16,16,Javier Colon,Gravity,18,13,12,2016-08-20
2016-08-20_17,17,Jack Magnet,Still Boppin' Along,25,17,3,2016-08-20
2016-08-20_18,18,Pieces Of A Dream,Turn It Up,22,18,4,2016-08-20
2016-08-20_19,19,Marcus Anderson Featuring Matt Marshak,Cup Of Joe,9,1,18,2016-08-20
2016-08-20_20,20,Julian Vaughn,You're Mine,15,2,15,2016-08-20
2016-08-20_21,21,Oli Silk,Take Me Away,21,21,6,2016-08-20
2016-08-20_22,22,Chuck Loeb,Cotton Club,0,22,1,2016-08-20
2016-08-20_23,23,Greg Adams East Bay Soul,Didn't Wanna Do it,24,20,6,2016-08-20
2016-08-20_24,24,Jeff Lorber Fusion,Soul Party,17,11,19,2016-08-20
2016-08-20_25,25,Andy Snitzer,She Loves Me,16,11,15,2016-08-20
2016-08-20_26,26,Cindy Bradley,Lost And Found,23,8,18,2016-08-20
2016-08-20_27,27,U-Nam,Going For Miles,0,27,1,2016-08-20
2016-08-20_28,28,Ron McMillon,In The Flow,28,28,3,2016-08-20
2016-08-20_29,29,The JT Project,Talk About It,27,27,2,2016-08-20
2016-08-20_30,30,Dee Lucas,Going Deeper,0,30,1,2016-08-20
2016-08-27_1,1,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),1,1,14,2016-08-27
2016-08-27_2,2,Bwb,Triple Dare,8,2,5,2016-08-27
2016-08-27_3,3,3rd Force,Breakout,3,3,11,2016-08-27
2016-08-27_4,4,Steve Cole,Mirage,2,1,13,2016-08-27
2016-08-27_5,5,Nick Colionne,Say What's On Your Mind,9,5,4,2016-08-27
2016-08-27_6,6,Nicholas Cole,The Kickback,5,5,10,2016-08-27
2016-08-27_7,7,Euge Groove,Still Euge,4,1,14,2016-08-27
2016-08-27_8,8,Chris Standring,Soul Vibration,11,8,7,2016-08-27
2016-08-27_9,9,Vincent Ingala,In Deep,7,7,10,2016-08-27
2016-08-27_10,10,Kim Waters,Bring It,12,10,10,2016-08-27
2016-08-27_11,11,The Rippingtons Featuring Russ Freeman,Wild Tales,10,10,11,2016-08-27
2016-08-27_12,12,Keiko Matsui,Moving On,14,12,5,2016-08-27
