,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2016-08-27_13,13,Lindsey Webster,Open Up,13,3,16,2016-08-27
2016-08-27_14,14,Fourplay,Anniversario,6,4,19,2016-08-27
2016-08-27_15,15,Chuck Loeb,Cotton Club,22,15,2,2016-08-27
2016-08-27_16,16,Greg Manning,Sugar & Spice,15,15,7,2016-08-27
2016-08-27_17,17,Jack Magnet,Still Boppin' Along,17,17,4,2016-08-27
2016-08-27_18,18,Pieces Of A Dream,Turn It Up,18,18,5,2016-08-27
2016-08-27_19,19,Oli Silk,Take Me Away,21,19,7,2016-08-27
2016-08-27_20,20,Greg Adams East Bay Soul,Didn't Wanna Do it,23,20,7,2016-08-27
2016-08-27_21,21,Marc Antoine,Laguna Beach,0,21,1,2016-08-27
2016-08-27_22,22,Brian Culbertson,Been Around The World,0,22,1,2016-08-27
2016-08-27_23,23,U-Nam,Going For Miles,27,23,2,2016-08-27
2016-08-27_24,24,Althea Rene,My Summer Love,0,24,1,2016-08-27
2016-08-27_25,25,Julian Vaughn,You're Mine,20,2,16,2016-08-27
2016-08-27_26,26,Javier Colon,Gravity,16,13,13,2016-08-27
2016-08-27_27,27,The JT Project,Talk About It,29,27,3,2016-08-27
2016-08-27_28,28,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,0,28,1,2016-08-27
2016-08-27_29,29,Jeff Lorber Fusion,Soul Party,24,11,20,2016-08-27
2016-08-27_30,30,Ron McMillon,In The Flow,28,28,4,2016-08-27
2016-09-03_1,1,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),1,1,15,2016-09-03
2016-09-03_2,2,3rd Force,Breakout,3,2,12,2016-09-03
2016-09-03_3,3,Bwb,Triple Dare,2,2,6,2016-09-03
2016-09-03_4,4,Nick Colionne,Say What's On Your Mind,5,4,5,2016-09-03
2016-09-03_5,5,Chris Standring,Soul Vibration,8,5,8,2016-09-03
2016-09-03_6,6,Steve Cole,Mirage,4,1,14,2016-09-03
2016-09-03_7,7,Nicholas Cole,The Kickback,6,5,11,2016-09-03
2016-09-03_8,8,Keiko Matsui,Moving On,12,8,6,2016-09-03
2016-09-03_9,9,Kim Waters,Bring It,10,9,11,2016-09-03
2016-09-03_10,10,The Rippingtons Featuring Russ Freeman,Wild Tales,11,10,12,2016-09-03
2016-09-03_11,11,Vincent Ingala,In Deep,9,7,11,2016-09-03
2016-09-03_12,12,Euge Groove,Still Euge,7,1,15,2016-09-03
2016-09-03_13,13,Brian Culbertson,Been Around The World,22,13,2,2016-09-03
2016-09-03_14,14,Chuck Loeb,Cotton Club,15,14,3,2016-09-03
2016-09-03_15,15,Greg Manning,Sugar & Spice,16,15,8,2016-09-03
2016-09-03_16,16,Marc Antoine,Laguna Beach,21,16,2,2016-09-03
2016-09-03_17,17,Oli Silk,Take Me Away,19,17,8,2016-09-03
2016-09-03_18,18,Pieces Of A Dream,Turn It Up,18,18,6,2016-09-03
2016-09-03_19,19,Lindsey Webster,Open Up,13,3,17,2016-09-03
2016-09-03_20,20,Jack Magnet,Still Boppin' Along,17,17,5,2016-09-03
2016-09-03_21,21,Fourplay,Anniversario,14,4,20,2016-09-03
2016-09-03_22,22,Greg Adams East Bay Soul,Didn't Wanna Do it,20,20,8,2016-09-03
2016-09-03_23,23,U-Nam,Going For Miles,23,23,3,2016-09-03
2016-09-03_24,24,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,28,24,2,2016-09-03
2016-09-03_25,25,Althea Rene,My Summer Love,24,24,2,2016-09-03
2016-09-03_26,26,Jonathan Fritzen Featuring Gerald Albright,Celebration,0,26,1,2016-09-03
2016-09-03_27,27,The JT Project,Talk About It,27,27,4,2016-09-03
2016-09-03_28,28,Boney James,Futuresoul,0,28,1,2016-09-03
2016-09-03_29,29,Ron McMillon,In The Flow,30,28,5,2016-09-03
2016-09-03_30,30,Darren Rahn Featuring Rick Braun,Funk Avenue,0,30,1,2016-09-03
2016-09-10_1,1,Bwb,Triple Dare,3,1,7,2016-09-10
2016-09-10_2,2,3rd Force,Breakout,2,2,13,2016-09-10
2016-09-10_3,3,Nick Colionne,Say What's On Your Mind,4,3,6,2016-09-10
2016-09-10_4,4,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),1,1,16,2016-09-10
2016-09-10_5,5,Chris Standring,Soul Vibration,5,5,9,2016-09-10
2016-09-10_6,6,Kim Waters,Bring It,9,6,12,2016-09-10
2016-09-10_7,7,The Rippingtons Featuring Russ Freeman,Wild Tales,10,7,13,2016-09-10
2016-09-10_8,8,Nicholas Cole,The Kickback,7,5,12,2016-09-10
2016-09-10_9,9,Steve Cole,Mirage,6,1,15,2016-09-10
2016-09-10_10,10,Vincent Ingala,In Deep,11,7,12,2016-09-10
2016-09-10_11,11,Keiko Matsui,Moving On,8,8,7,2016-09-10
2016-09-10_12,12,Greg Manning,Sugar & Spice,15,12,9,2016-09-10
2016-09-10_13,13,Chuck Loeb,Cotton Club,14,13,4,2016-09-10
2016-09-10_14,14,Marc Antoine,Laguna Beach,16,14,3,2016-09-10
2016-09-10_15,15,Oli Silk,Take Me Away,17,15,9,2016-09-10
2016-09-10_16,16,Jack Magnet,Still Boppin' Along,20,16,6,2016-09-10
2016-09-10_17,17,Brian Culbertson,Been Around The World,13,13,3,2016-09-10
2016-09-10_18,18,Pieces Of A Dream,Turn It Up,18,18,7,2016-09-10
2016-09-10_19,19,Euge Groove,Still Euge,12,1,16,2016-09-10
2016-09-10_20,20,Lindsey Webster,Open Up,19,3,18,2016-09-10
2016-09-10_21,21,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,24,21,3,2016-09-10
2016-09-10_22,22,Darren Rahn Featuring Rick Braun,Funk Avenue,30,22,2,2016-09-10
2016-09-10_23,23,Jonathan Fritzen Featuring Gerald Albright,Celebration,26,23,2,2016-09-10
2016-09-10_24,24,Greg Adams East Bay Soul,Didn't Wanna Do it,22,20,9,2016-09-10
2016-09-10_25,25,Ron McMillon,In The Flow,29,25,6,2016-09-10
2016-09-10_26,26,Aaron Neville,I Wanna Love You,0,26,1,2016-09-10
2016-09-10_27,27,Althea Rene,My Summer Love,25,24,3,2016-09-10
2016-09-10_28,28,Boney James,Futuresoul,28,28,2,2016-09-10
2016-09-10_29,29,Javier Colon,Gravity,0,13,14,2016-09-10
2016-09-10_30,30,Blake Aaron,Summer Ride,0,30,3,2016-09-10
2016-09-17_1,1,Nick Colionne,Say What's On Your Mind,3,1,7,2016-09-17
2016-09-17_2,2,Bwb,Triple Dare,1,1,8,2016-09-17
2016-09-17_3,3,3rd Force,Breakout,2,2,14,2016-09-17
2016-09-17_4,4,Chris Standring,Soul Vibration,5,4,10,2016-09-17
2016-09-17_5,5,Kim Waters,Bring It,6,5,13,2016-09-17
2016-09-17_6,6,The Rippingtons Featuring Russ Freeman,Wild Tales,7,6,14,2016-09-17
2016-09-17_7,7,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),4,1,17,2016-09-17
2016-09-17_8,8,Marc Antoine,Laguna Beach,14,8,4,2016-09-17
2016-09-17_9,9,Keiko Matsui,Moving On,11,8,8,2016-09-17
2016-09-17_10,10,Chuck Loeb,Cotton Club,13,10,5,2016-09-17
2016-09-17_11,11,Brian Culbertson,Been Around The World,17,11,4,2016-09-17
2016-09-17_12,12,Greg Manning,Sugar & Spice,12,12,10,2016-09-17
2016-09-17_13,13,Oli Silk,Take Me Away,15,13,10,2016-09-17
2016-09-17_14,14,Nicholas Cole,The Kickback,8,5,13,2016-09-17
2016-09-17_15,15,Vincent Ingala,In Deep,10,7,13,2016-09-17
2016-09-17_16,16,Pieces Of A Dream,Turn It Up,18,16,8,2016-09-17
2016-09-17_17,17,Steve Cole,Mirage,9,1,16,2016-09-17
2016-09-17_18,18,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,21,18,4,2016-09-17
2016-09-17_19,19,Paul Brown,Put It Where You Want It,0,19,1,2016-09-17
2016-09-17_20,20,Darren Rahn Featuring Rick Braun,Funk Avenue,22,20,3,2016-09-17
2016-09-17_21,21,Gerald Albright,Taking Control,0,21,1,2016-09-17
2016-09-17_22,22,Jack Magnet,Still Boppin' Along,16,16,7,2016-09-17
2016-09-17_23,23,Lindsey Webster,Open Up,20,3,19,2016-09-17
2016-09-17_24,24,Althea Rene,My Summer Love,27,24,4,2016-09-17
2016-09-17_25,25,Boney James,Futuresoul,28,25,3,2016-09-17
2016-09-17_26,26,Aaron Neville,I Wanna Love You,26,26,2,2016-09-17
2016-09-17_27,27,Ron McMillon,In The Flow,25,25,7,2016-09-17
2016-09-17_28,28,Euge Groove,Still Euge,19,1,17,2016-09-17
2016-09-17_29,29,Paul Taylor,Arrival,0,29,1,2016-09-17
2016-09-17_30,30,Jonathan Fritzen Featuring Gerald Albright,Celebration,23,23,3,2016-09-17
2016-09-24_1,1,Nick Colionne,Say What's On Your Mind,1,1,8,2016-09-24
2016-09-24_2,2,Chris Standring,Soul Vibration,4,2,11,2016-09-24
2016-09-24_3,3,Bwb,Triple Dare,2,1,9,2016-09-24
2016-09-24_4,4,Brian Culbertson,Been Around The World,11,4,5,2016-09-24
2016-09-24_5,5,Greg Manning,Sugar & Spice,12,5,11,2016-09-24
2016-09-24_6,6,Keiko Matsui,Moving On,9,6,9,2016-09-24
2016-09-24_7,7,Marc Antoine,Laguna Beach,8,7,5,2016-09-24
2016-09-24_8,8,Kim Waters,Bring It,5,5,14,2016-09-24
2016-09-24_9,9,The Rippingtons Featuring Russ Freeman,Wild Tales,6,6,15,2016-09-24
2016-09-24_10,10,Chuck Loeb,Cotton Club,10,10,6,2016-09-24
2016-09-24_11,11,3rd Force,Breakout,3,2,15,2016-09-24
2016-09-24_12,12,Oli Silk,Take Me Away,13,12,11,2016-09-24
2016-09-24_13,13,Gerald Albright,Taking Control,21,13,2,2016-09-24
2016-09-24_14,14,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),7,1,18,2016-09-24
2016-09-24_15,15,Paul Brown,Put It Where You Want It,19,15,2,2016-09-24
2016-09-24_16,16,Darren Rahn Featuring Rick Braun,Funk Avenue,20,16,4,2016-09-24
2016-09-24_17,17,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,18,17,5,2016-09-24
2016-09-24_18,18,Nicholas Cole,The Kickback,14,5,14,2016-09-24
2016-09-24_19,19,Pieces Of A Dream,Turn It Up,16,16,9,2016-09-24
2016-09-24_20,20,Boney James,Futuresoul,25,20,4,2016-09-24
2016-09-24_21,21,Paul Taylor,Arrival,29,21,2,2016-09-24
2016-09-24_22,22,Aaron Neville,I Wanna Love You,26,22,3,2016-09-24
2016-09-24_23,23,Jonathan Fritzen Featuring Gerald Albright,Celebration,30,23,4,2016-09-24
2016-09-24_24,24,Althea Rene,My Summer Love,24,24,5,2016-09-24
2016-09-24_25,25,Vincent Ingala,In Deep,15,7,14,2016-09-24
2016-09-24_26,26,Richard Elliot,Cachaca,0,26,1,2016-09-24
2016-09-24_27,27,Lindsey Webster,Open Up,23,3,20,2016-09-24
2016-09-24_28,28,Jack Magnet,Still Boppin' Along,22,16,8,2016-09-24
2016-09-24_29,29,Ron McMillon,In The Flow,27,25,8,2016-09-24
2016-09-24_30,30,Steve Cole,Mirage,17,1,17,2016-09-24
2016-10-01_1,1,Nick Colionne,Say What's On Your Mind,1,1,9,2016-10-01
2016-10-01_2,2,Chris Standring,Soul Vibration,2,2,12,2016-10-01
2016-10-01_3,3,Brian Culbertson,Been Around The World,4,3,6,2016-10-01
2016-10-01_4,4,Bwb,Triple Dare,3,1,10,2016-10-01
2016-10-01_5,5,Marc Antoine,Laguna Beach,7,5,6,2016-10-01
2016-10-01_6,6,Greg Manning,Sugar & Spice,5,5,12,2016-10-01
2016-10-01_7,7,Keiko Matsui,Moving On,6,6,10,2016-10-01
2016-10-01_8,8,Chuck Loeb,Cotton Club,10,8,7,2016-10-01
2016-10-01_9,9,Paul Brown,Put It Where You Want It,15,9,3,2016-10-01
2016-10-01_10,10,Oli Silk,Take Me Away,12,10,12,2016-10-01
2016-10-01_11,11,Gerald Albright,Taking Control,13,11,3,2016-10-01
2016-10-01_12,12,Kim Waters,Bring It,8,5,15,2016-10-01
2016-10-01_13,13,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,17,13,6,2016-10-01
2016-10-01_14,14,Darren Rahn Featuring Rick Braun,Funk Avenue,16,14,5,2016-10-01
2016-10-01_15,15,Paul Taylor,Arrival,21,15,3,2016-10-01
2016-10-01_16,16,Pieces Of A Dream,Turn It Up,19,16,10,2016-10-01
2016-10-01_17,17,Jonathan Fritzen Featuring Gerald Albright,Celebration,23,17,5,2016-10-01
2016-10-01_18,18,Boney James,Futuresoul,20,18,5,2016-10-01
2016-10-01_19,19,3rd Force,Breakout,11,2,16,2016-10-01
2016-10-01_20,20,The Rippingtons Featuring Russ Freeman,Wild Tales,9,6,16,2016-10-01
2016-10-01_21,21,Richard Elliot,Cachaca,26,21,2,2016-10-01
2016-10-01_22,22,Aaron Neville,I Wanna Love You,22,22,4,2016-10-01
2016-10-01_23,23,"Paul Jackson, Jr.",B.F.A.M. (Brothers From Another Mother),14,1,19,2016-10-01
2016-10-01_24,24,Jack Magnet,Still Boppin' Along,28,16,9,2016-10-01
2016-10-01_25,25,Althea Rene,My Summer Love,24,24,6,2016-10-01
2016-10-01_26,26,Nicholas Cole,The Kickback,18,5,15,2016-10-01
2016-10-01_27,27,Vandell Andrew,Back At It,0,27,1,2016-10-01
2016-10-01_28,28,Jazz Holdouts,Simple Things,0,28,1,2016-10-01
2016-10-01_29,29,Euge Groove,"Love, Passion, And Joy",0,29,1,2016-10-01
2016-10-01_30,30,Kay-Ta Featuring Jackiem Joyner,Call It Even,0,30,1,2016-10-01
2016-10-08_1,1,Nick Colionne,Say What's On Your Mind,1,1,10,2016-10-08
2016-10-08_2,2,Chris Standring,Soul Vibration,2,2,13,2016-10-08
2016-10-08_3,3,Brian Culbertson,Been Around The World,3,3,7,2016-10-08
2016-10-08_4,4,Marc Antoine,Laguna Beach,5,4,7,2016-10-08
2016-10-08_5,5,Keiko Matsui,Moving On,7,5,11,2016-10-08
2016-10-08_6,6,Greg Manning,Sugar & Spice,6,5,13,2016-10-08
2016-10-08_7,7,Chuck Loeb,Cotton Club,8,7,8,2016-10-08
2016-10-08_8,8,Paul Brown,Put It Where You Want It,9,8,4,2016-10-08
2016-10-08_9,9,Oli Silk,Take Me Away,10,9,13,2016-10-08
2016-10-08_10,10,Gerald Albright,Taking Control,11,10,4,2016-10-08
2016-10-08_11,11,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,13,11,7,2016-10-08
2016-10-08_12,12,Darren Rahn Featuring Rick Braun,Funk Avenue,14,12,6,2016-10-08
2016-10-08_13,13,Bwb,Triple Dare,4,1,11,2016-10-08
2016-10-08_14,14,Paul Taylor,Arrival,15,14,4,2016-10-08
2016-10-08_15,15,Jonathan Fritzen Featuring Gerald Albright,Celebration,17,15,6,2016-10-08
2016-10-08_16,16,Boney James,Futuresoul,18,16,6,2016-10-08
2016-10-08_17,17,Kim Waters,Bring It,12,5,16,2016-10-08
2016-10-08_18,18,Richard Elliot,Cachaca,21,18,3,2016-10-08
2016-10-08_19,19,Ashleigh Smith,Best Friends,0,19,1,2016-10-08
2016-10-08_20,20,Euge Groove,"Love, Passion, And Joy",29,20,2,2016-10-08
2016-10-08_21,21,Pieces Of A Dream,Turn It Up,16,16,11,2016-10-08
2016-10-08_22,22,3rd Force,Breakout,19,2,17,2016-10-08
2016-10-08_23,23,Jack Magnet,Still Boppin' Along,24,16,10,2016-10-08
2016-10-08_24,24,Aaron Neville,I Wanna Love You,22,22,5,2016-10-08
2016-10-08_25,25,Jazz Holdouts,Simple Things,28,25,2,2016-10-08
2016-10-08_26,26,Althea Rene,My Summer Love,25,24,7,2016-10-08
2016-10-08_27,27,The Rippingtons Featuring Russ Freeman,Wild Tales,20,6,17,2016-10-08
2016-10-08_28,28,Vandell Andrew,Back At It,27,27,2,2016-10-08
2016-10-08_29,29,Nicholas Cole,The Kickback,26,5,16,2016-10-08
2016-10-08_30,30,Kay-Ta Featuring Jackiem Joyner,Call It Even,30,30,2,2016-10-08
2016-10-15_1,1,Brian Culbertson,Been Around The World,3,1,8,2016-10-15
2016-10-15_2,2,Chris Standring,Soul Vibration,2,2,14,2016-10-15
2016-10-15_3,3,Marc Antoine,Laguna Beach,4,3,8,2016-10-15
2016-10-15_4,4,Nick Colionne,Say What's On Your Mind,1,1,11,2016-10-15
2016-10-15_5,5,Greg Manning,Sugar & Spice,6,5,14,2016-10-15
2016-10-15_6,6,Gerald Albright,Taking Control,10,6,5,2016-10-15
2016-10-15_7,7,Paul Brown,Put It Where You Want It,8,7,5,2016-10-15
2016-10-15_8,8,Keiko Matsui,Moving On,5,5,12,2016-10-15
2016-10-15_9,9,Chuck Loeb,Cotton Club,7,7,9,2016-10-15
2016-10-15_10,10,Darren Rahn Featuring Rick Braun,Funk Avenue,12,10,7,2016-10-15
2016-10-15_11,11,Oli Silk,Take Me Away,9,9,14,2016-10-15
2016-10-15_12,12,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,11,11,8,2016-10-15
2016-10-15_13,13,Paul Taylor,Arrival,14,13,5,2016-10-15
2016-10-15_14,14,Boney James,Futuresoul,16,14,7,2016-10-15
2016-10-15_15,15,Lindsey Webster,Back To Your Heart,0,15,1,2016-10-15
2016-10-15_16,16,Jonathan Fritzen Featuring Gerald Albright,Celebration,15,15,7,2016-10-15
2016-10-15_17,17,Richard Elliot,Cachaca,18,17,4,2016-10-15
2016-10-15_18,18,Paul Hardcastle,Echoes Rising,0,18,1,2016-10-15
2016-10-15_19,19,Ashleigh Smith,Best Friends,19,19,2,2016-10-15
2016-10-15_20,20,Bwb,Triple Dare,13,1,12,2016-10-15
2016-10-15_21,21,Vandell Andrew,Back At It,28,21,3,2016-10-15
2016-10-15_22,22,Euge Groove,"Love, Passion, And Joy",20,20,3,2016-10-15
2016-10-15_23,23,Jazz Holdouts,Simple Things,25,23,3,2016-10-15
2016-10-15_24,24,Pieces Of A Dream,Turn It Up,21,16,12,2016-10-15
2016-10-15_25,25,Kim Waters,Bring It,17,5,17,2016-10-15
2016-10-15_26,26,The Rippingtons Featuring Russ Freeman,Wild Tales,27,6,18,2016-10-15
2016-10-15_27,27,Kay-Ta Featuring Jackiem Joyner,Call It Even,30,27,3,2016-10-15
2016-10-15_28,28,Gabriel Mark Hasselbach Featuring Bob Baldwin,Charmed Life,0,28,1,2016-10-15
2016-10-15_29,29,Philippe Saisse Trio,On The Level,0,29,1,2016-10-15
2016-10-15_30,30,Jack Magnet,Still Boppin' Along,23,16,11,2016-10-15
2016-10-22_1,1,Marc Antoine,Laguna Beach,3,1,9,2016-10-22
2016-10-22_2,2,Gerald Albright,Taking Control,6,2,6,2016-10-22
2016-10-22_3,3,Brian Culbertson,Been Around The World,1,1,9,2016-10-22
2016-10-22_4,4,Chris Standring,Soul Vibration,2,2,15,2016-10-22
2016-10-22_5,5,Nick Colionne,Say What's On Your Mind,4,1,12,2016-10-22
2016-10-22_6,6,Paul Brown,Put It Where You Want It,7,6,6,2016-10-22
2016-10-22_7,7,Keiko Matsui,Moving On,8,5,13,2016-10-22
2016-10-22_8,8,Greg Manning,Sugar & Spice,5,5,15,2016-10-22
2016-10-22_9,9,Chuck Loeb,Cotton Club,9,7,10,2016-10-22
2016-10-22_10,10,Darren Rahn Featuring Rick Braun,Funk Avenue,10,10,8,2016-10-22
2016-10-22_11,11,Paul Hardcastle,Echoes Rising,18,11,2,2016-10-22
2016-10-22_12,12,Lindsey Webster,Back To Your Heart,15,12,2,2016-10-22
2016-10-22_13,13,Oli Silk,Take Me Away,11,9,15,2016-10-22
2016-10-22_14,14,Euge Groove,"Love, Passion, And Joy",22,14,4,2016-10-22
2016-10-22_15,15,Paul Taylor,Arrival,13,13,6,2016-10-22
2016-10-22_16,16,Richard Elliot,Cachaca,17,16,5,2016-10-22
2016-10-22_17,17,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,12,11,9,2016-10-22
2016-10-22_18,18,Jazz Holdouts,Simple Things,23,18,4,2016-10-22
2016-10-22_19,19,Ashleigh Smith,Best Friends,19,19,3,2016-10-22
2016-10-22_20,20,Jonathan Fritzen Featuring Gerald Albright,Celebration,16,15,8,2016-10-22
2016-10-22_21,21,Vandell Andrew,Back At It,21,21,4,2016-10-22
2016-10-22_22,22,Boney James,Futuresoul,14,14,8,2016-10-22
2016-10-22_23,23,Bwb,Triple Dare,20,1,13,2016-10-22
2016-10-22_24,24,Gabriel Mark Hasselbach Featuring Bob Baldwin,Charmed Life,28,24,2,2016-10-22
2016-10-22_25,25,Pieces Of A Dream,Turn It Up,24,16,13,2016-10-22
2016-10-22_26,26,The Rippingtons Featuring Russ Freeman & Jeffrey Osborne,My Promise To You,0,26,1,2016-10-22
2016-10-22_27,27,Nathan East,Lifecycle,0,27,1,2016-10-22
2016-10-22_28,28,Michael Lington,Memphis Strut,0,28,1,2016-10-22
2016-10-22_29,29,Jeanette Harris,Steppin' Out,0,29,1,2016-10-22
2016-10-22_30,30,Philippe Saisse Trio,On The Level,29,29,2,2016-10-22
2016-10-29_1,1,Marc Antoine,Laguna Beach,1,1,10,2016-10-29
2016-10-29_2,2,Gerald Albright,Taking Control,2,2,7,2016-10-29
2016-10-29_3,3,Chris Standring,Soul Vibration,4,2,16,2016-10-29
2016-10-29_4,4,Brian Culbertson,Been Around The World,3,1,10,2016-10-29
2016-10-29_5,5,Paul Brown,Put It Where You Want It,6,5,7,2016-10-29
2016-10-29_6,6,Keiko Matsui,Moving On,7,5,14,2016-10-29
2016-10-29_7,7,Chuck Loeb,Cotton Club,9,7,11,2016-10-29
2016-10-29_8,8,Paul Hardcastle,Echoes Rising,11,8,3,2016-10-29
2016-10-29_9,9,Darren Rahn Featuring Rick Braun,Funk Avenue,10,9,9,2016-10-29
2016-10-29_10,10,Euge Groove,"Love, Passion, And Joy",14,10,5,2016-10-29
2016-10-29_11,11,Lindsey Webster,Back To Your Heart,12,11,3,2016-10-29
2016-10-29_12,12,Greg Manning,Sugar & Spice,8,5,16,2016-10-29
2016-10-29_13,13,Richard Elliot,Cachaca,16,13,6,2016-10-29
2016-10-29_14,14,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,17,11,10,2016-10-29
2016-10-29_15,15,Oli Silk,Take Me Away,13,9,16,2016-10-29
2016-10-29_16,16,Nick Colionne,Say What's On Your Mind,5,1,13,2016-10-29
2016-10-29_17,17,Paul Taylor,Arrival,15,13,7,2016-10-29
2016-10-29_18,18,Ashleigh Smith,Best Friends,19,18,4,2016-10-29
2016-10-29_19,19,Jazz Holdouts,Simple Things,18,18,5,2016-10-29
2016-10-29_20,20,Vandell Andrew,Back At It,21,20,5,2016-10-29
2016-10-29_21,21,Jonathan Fritzen Featuring Gerald Albright,Celebration,20,15,9,2016-10-29
2016-10-29_22,22,Boney James,Futuresoul,22,14,9,2016-10-29
2016-10-29_23,23,Gabriel Mark Hasselbach Featuring Bob Baldwin,Charmed Life,24,23,3,2016-10-29
2016-10-29_24,24,Peter White,Do I Do,0,24,1,2016-10-29
2016-10-29_25,25,Nathan East,Lifecycle,27,25,2,2016-10-29
2016-10-29_26,26,The Rippingtons Featuring Russ Freeman & Jeffrey Osborne,My Promise To You,26,26,2,2016-10-29
2016-10-29_27,27,Bwb,Triple Dare,23,1,14,2016-10-29
2016-10-29_28,28,Pieces Of A Dream,Turn It Up,25,16,14,2016-10-29
2016-10-29_29,29,Philippe Saisse Trio,On The Level,30,29,3,2016-10-29
2016-10-29_30,30,Jeanette Harris,Steppin' Out,29,29,2,2016-10-29
2016-11-05_1,1,Gerald Albright,Taking Control,2,1,8,2016-11-05
2016-11-05_2,2,Marc Antoine,Laguna Beach,1,1,11,2016-11-05
2016-11-05_3,3,Paul Brown,Put It Where You Want It,5,3,8,2016-11-05
2016-11-05_4,4,Paul Hardcastle,Echoes Rising,8,4,4,2016-11-05
2016-11-05_5,5,Lindsey Webster,Back To Your Heart,11,5,4,2016-11-05
2016-11-05_6,6,Brian Culbertson,Been Around The World,4,1,11,2016-11-05
2016-11-05_7,7,Keiko Matsui,Moving On,6,5,15,2016-11-05
2016-11-05_8,8,Chuck Loeb,Cotton Club,7,7,12,2016-11-05
2016-11-05_9,9,Chris Standring,Soul Vibration,3,2,17,2016-11-05
2016-11-05_10,10,Darren Rahn Featuring Rick Braun,Funk Avenue,9,9,10,2016-11-05
2016-11-05_11,11,Richard Elliot,Cachaca,13,11,7,2016-11-05
2016-11-05_12,12,Euge Groove,"Love, Passion, And Joy",10,10,6,2016-11-05
2016-11-05_13,13,John Novello Featuring Eric Marienthal,I Can't Stop My Heart,14,11,11,2016-11-05
2016-11-05_14,14,Paul Taylor,Arrival,17,13,8,2016-11-05
2016-11-05_15,15,Ashleigh Smith,Best Friends,18,15,5,2016-11-05
2016-11-05_16,16,Greg Manning,Sugar & Spice,12,5,17,2016-11-05
2016-11-05_17,17,Peter White,Do I Do,24,17,2,2016-11-05
2016-11-05_18,18,Jazz Holdouts,Simple Things,19,18,6,2016-11-05
2016-11-05_19,19,Vandell Andrew,Back At It,20,19,6,2016-11-05
2016-11-05_20,20,Nathan East,Lifecycle,25,20,3,2016-11-05
2016-11-05_21,21,Oli Silk,Take Me Away,15,9,17,2016-11-05
2016-11-05_22,22,Jonathan Fritzen Featuring Gerald Albright,Celebration,21,15,10,2016-11-05
2016-11-05_23,23,Gabriel Mark Hasselbach Featuring Bob Baldwin,Charmed Life,23,23,4,2016-11-05
2016-11-05_24,24,The Rippingtons Featuring Russ Freeman & Jeffrey Osborne,My Promise To You,26,24,3,2016-11-05
2016-11-05_25,25,Boney James,Futuresoul,22,14,10,2016-11-05
2016-11-05_26,26,Nick Colionne,Say What's On Your Mind,16,1,14,2016-11-05
2016-11-05_27,27,Adam Hawley,Joy Ride,0,27,1,2016-11-05
2016-11-05_28,28,Pieces Of A Dream,Turn It Up,28,16,15,2016-11-05
2016-11-05_29,29,Jeanette Harris,Steppin' Out,30,29,3,2016-11-05
2016-11-05_30,30,Steve Cole,She's The One,0,30,1,2016-11-05
2016-11-12_1,1,Gerald Albright,Taking Control,1,1,9,2016-11-12
2016-11-12_2,2,Marc Antoine,Laguna Beach,2,1,12,2016-11-12
2016-11-12_3,3,Paul Hardcastle,Echoes Rising,4,3,5,2016-11-12
2016-11-12_4,4,Paul Brown,Put It Where You Want It,3,3,9,2016-11-12
2016-11-12_5,5,Chuck Loeb,Cotton Club,8,5,13,2016-11-12
2016-11-12_6,6,Richard Elliot,Cachaca,11,6,8,2016-11-12
2016-11-12_7,7,Lindsey Webster,Back To Your Heart,5,5,5,2016-11-12
2016-11-12_8,8,Euge Groove,"Love, Passion, And Joy",12,8,7,2016-11-12
2016-11-12_9,9,Darren Rahn Featuring Rick Braun,Funk Avenue,10,9,11,2016-11-12
2016-11-12_10,10,Brian Culbertson,Been Around The World,6,1,12,2016-11-12
2016-11-12_11,11,Keiko Matsui,Moving On,7,5,16,2016-11-12
2016-11-12_12,12,Chris Standring,Soul Vibration,9,2,18,2016-11-12
2016-11-12_13,13,Nathan East,Lifecycle,20,13,4,2016-11-12
