rank,weeks_hindex,peak_hindex,integrated_hindex,total_songs,artist
10557,1,1,1.00,1,"Metro Boomin, Travis Scott & Young Thug"
10558,1,1,1.00,1,"Metro Boomin & Young Thug"
10559,1,1,1.00,1,"Metro Boomin & John Legend"
10560,1,1,0.00,1,"Metro Boomin & 21 Savage Featuring Mustafa"
10561,1,1,0.00,1,"Metro Boomin Featuring Don Toliver"
10562,1,1,0.00,1,"Metro Boomin & Future Featuring Don Toliver"
10563,1,1,0.00,1,"Metro Boomin & A$AP Rocky Featuring Takeoff"
10564,1,1,0.00,1,"Metro Boomin & Gunna"
10565,1,1,1.00,1,"Arcangel & Bad Bunny"
10566,1,1,0.00,1,"Metro Boomin, Travis Scott & Future"
10567,1,1,0.00,1,"RM With Youjeen"
10568,1,1,1.00,1,"Kelly Clarkson & Ariana Grande"
10569,1,1,1.00,1,"RAYE Featuring 070 Shake"
10570,1,1,1.00,1,"SZA Featuring Don Toliver"
10571,1,1,1.00,1,"SZA Featuring Phoebe Bridgers"
10572,1,1,0.00,1,"SZA Featuring Ol' Dirty Bastard"
10573,1,1,0.00,1,"Pentatonix Featuring Meghan Trainor"
10574,1,1,1.00,1,"Nengo Flow & Bad Bunny"
10575,1,1,1.00,1,"Carin Leon X Grupo Frontera"
10576,1,1,1.00,1,"Fuerza Regida X Grupo Frontera"
10577,1,1,1.00,1,"Hotel Ugly"
10578,1,1,1.00,1,"Coi Leray"
10579,1,1,1.00,1,"Bizarrap & Shakira"
10580,1,1,0.00,1,"Moneybagg Yo x GloRilla"
10581,1,1,0.00,1,"TAEYANG Featuring Jimin"
10582,1,1,0.00,1,"Mac DeMarco"
10583,1,0,0.00,1,"Gucci Mane & Kodak Black"
10584,1,1,0.00,1,"Trippie Redd & Juice WRLD"
10585,1,1,0.00,1,"HARDY Featuring Morgan Wallen"
10586,1,1,1.00,1,"Tiesto Featuring Tate McRae"
10587,1,1,0.00,1,"Ice Spice & Lil Tjay"
10588,1,1,0.00,1,"Trippie Redd, Future & Lil Baby"
10589,1,1,0.00,1,"Trippie Redd & Travis Scott"
10590,1,1,1.00,1,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
10591,1,1,0.00,1,"NLE Choppa & 2Rare"
10592,1,1,0.00,1,"Finesse2Tymes"
10593,1,0,0.00,1,"ThxSoMch"
10594,1,1,1.00,1,"Zach Bryan Featuring Maggie Rogers"
10595,1,1,0.00,1,"Junior H X Oscar Maydon"
10596,1,1,0.00,1,"Ozuna Featuring Feid"
10597,1,1,1.00,1,"PinkPantheress & Ice Spice"
10598,1,1,1.00,1,"Karol G x Romeo Santos"
10599,1,1,1.00,1,"Peso Pluma X Natanael Cano"
10600,1,1,0.00,1,"Falling In Reverse"
10601,1,1,1.00,1,"Yandel & Feid"
10602,1,1,1.00,1,"Lizzo Featuring SZA"
10603,1,1,1.00,1,"Superstar Pride"
10604,1,1,1.00,1,"Toosii"
10605,1,1,0.00,1,"Polo G & Future"
10606,1,1,1.00,1,"Lizzy McAlpine"
10607,1,1,0.00,1,"Latto Featuring LU KALA"
10608,1,1,1.00,1,"Karol G x Shakira"
10609,1,1,0.00,1,"Lil Wayne Featuring DMX"
10610,1,1,1.00,1,"Don Toliver Featuring Justin Bieber & Future"
10611,1,1,0.00,1,"Karol G & Ovy On The Drums"
10612,1,1,0.00,1,"Yeat Featuring YoungBoy Never Broke Again"
10613,1,1,0.00,1,"Karol G & Quevedo"
10614,1,1,0.00,1,"Karol G, Justin Quiles & Angel Dior"
10615,1,1,0.00,1,"Karol G & Carla Morrison"
10616,1,1,0.00,1,"j-hope With J. Cole"
10617,1,1,0.00,1,"Miley Cyrus Featuring Brandi Carlile"
10618,1,1,1.00,1,"Eslabon Armado X Peso Pluma"
10619,1,1,1.00,1,"Yng Lvcas x Peso Pluma"
10620,1,1,1.00,1,"Chino Pacas"
10621,1,1,0.00,1,"Eladio Carrion & Bad Bunny"
10622,1,1,1.00,1,"Coco Jones"
10623,1,1,1.00,1,"Fifty Fifty"
10624,1,1,1.00,1,"Rosalia & Rauw Alejandro"
10625,1,1,1.00,1,"Lola Brooke X Latto X Yung Miami Or Featuring Billy B"
10626,1,1,1.00,1,"Fuerza Regida X Natanael Cano"
10627,1,1,0.00,1,"Tyler, The Creator Featuring A$AP Rocky"
10628,1,1,0.00,1,"Kanii"
10629,1,0,0.00,1,"Nardo Wick Featuring Lil Baby"
10630,1,1,0.00,1,"NF & Cordae"
10631,1,1,1.00,1,"Junior H x Peso Pluma"
10632,1,1,1.00,1,"Labrinth"
10633,1,0,0.00,1,"YoungBoy Never Broke Again Featuring Nicki Minaj"
10634,1,1,1.00,1,"Ice Spice & Nicki Minaj"
10635,1,1,1.00,1,"Grupo Frontera X Bad Bunny"
10636,1,1,1.00,1,"Tyler, The Creator Featuring Kali Uchis"
10637,1,1,1.00,1,"Becky G & Peso Pluma"
10638,1,1,1.00,1,"Fuerza Regida & Peso Pluma"
10639,1,1,0.00,1,"Grupo Marca Registrada X Grupo Frontera"
10640,1,1,0.00,1,"Kim Petras Featuring Nicki Minaj"
10641,1,1,1.00,1,"Yahritza y Su Esencia x Grupo Frontera"
10642,1,1,0.00,1,"Libianca"
10643,1,1,1.00,1,"Kali"
10644,1,1,0.00,1,"Anuel AA, Mambo Kingz & DJ Luian"
10645,1,1,1.00,1,"Justin Moore & Priscilla Block"
10646,1,1,1.00,1,"Lil Mabu"
10647,1,1,1.00,1,"Doechii Featuring Kodak Black"
10648,1,1,1.00,1,"Lil Durk Featuring J. Cole"
10649,1,1,0.00,1,"Ed Sheeran Featuring Luke Combs"
10650,1,1,0.00,1,"Hailey Whitters"
10651,1,1,1.00,1,"Taylor Swift Featuring Ice Spice"
10652,1,1,0.00,1,"Summer Walker & J. Cole"
10653,1,1,0.00,1,"Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long"
10654,1,1,1.00,1,"David Guetta, Anne-Marie & Coi Leray"
10655,1,1,1.00,1,"Lil Durk Featuring 21 Savage"
10656,1,1,1.00,1,"Sexyy Red & Tay Keith & Nicki Minaj"
10657,1,1,0.00,1,"Lil Durk & Chief Wuk"
10658,1,1,0.00,1,"Lil Durk Featuring Juice WRLD"
10659,1,1,0.00,1,"Lil Durk Featuring Kodak Black"
10660,1,1,1.00,1,"Latto Featuring Cardi B"
10661,1,1,1.00,1,"Bizarrap & Peso Pluma"
10662,1,1,1.00,1,"Metro Boomin, Swae Lee & NAV Featuring A Boogie Wit da Hoodie"
10663,1,1,1.00,1,"The Weeknd, Playboi Carti & Madonna"
10664,1,1,1.00,1,"Metro Boomin, Swae Lee, Lil Wayne & Offset"
10665,1,1,1.00,1,"Metro Boomin, A$AP Rocky & Roisee"
10666,1,1,0.00,1,"Moneybagg Yo Featuring Future"
10667,1,1,0.00,1,"Metro Boomin, Future & Lil Uzi Vert"
10668,1,1,1.00,1,"Metro Boomin & Coi Leray"
10669,1,1,1.00,1,"Jelly Roll With Lainey Wilson"
10670,1,1,0.00,1,"Metro Boomin & James Blake"
10671,1,1,1.00,1,"Young Nudy Featuring 21 Savage"
10672,1,1,0.00,1,"El Alfa x Peso Pluma"
10673,1,1,0.00,1,"Feid x Young Miko"
10674,1,0,0.00,1,"Gucci Mane & Lil Baby"
10675,1,1,1.00,1,"Nicki Minaj & Ice Spice With Aqua"
10676,1,1,1.00,1,"Peso Pluma & Junior H"
10677,1,1,1.00,1,"Peso Pluma, Gabito Ballesteros & Junior H"
10678,1,1,0.00,1,"Peso Pluma, Edgardo Nunez & Los Dareyes de La Sierra"
10679,1,1,0.00,1,"Young Thug Featuring 21 Savage, Travis Scott & Yak Gotti"
10680,1,1,0.00,1,"Juice WRLD & Cordae"
10681,1,1,0.00,1,"Young Thug Featuring 21 Savage"
10682,1,1,0.00,1,"Young Thug Featuring Travis Scott"
10683,1,1,0.00,1,"Lil Uzi Vert Featuring Travis Scott"
10684,1,1,1.00,1,"Peso Pluma & Grupo Frontera"
10685,1,1,1.00,1,"Kaliii"
10686,1,1,1.00,1,"Tainy & Bad Bunny"
10687,1,1,0.00,1,"Lil Uzi Vert Featuring Don Toliver"
10688,1,1,0.00,1,"Lil Uzi Vert Featuring Bring Me The Horizon"
10689,1,1,0.00,1,"Taylor Swift Featuring Hayley Williams"
10690,1,1,0.00,1,"Taylor Swift Featuring Fall Out Boy"
10691,1,1,0.00,1,"FendiDa Rappa With Cardi B"
10692,1,1,1.00,1,"Myke Towers"
10693,1,1,1.00,1,"Jung Kook Featuring Latto"
10694,1,1,0.00,1,"Quavo & Future"
10695,1,1,0.00,1,"Ryan Castro x Pe$o Pluma"
10696,1,1,0.00,1,"Rylo Rodriguez Featuring NoCap"
10697,1,1,1.00,1,"That Mexican OT, Paul Wall & DRODi"
10698,1,1,1.00,1,"Travis Scott, Bad Bunny & The Weeknd"
10699,1,1,1.00,1,"Noah Kahan With Post Malone"
10700,1,1,1.00,1,"Diplo, Jessie Murph & Polo G"
10701,1,1,0.00,1,"Ryan Gosling"
10702,1,1,0.00,1,"Burna Boy & Byron Messia"
10703,1,0,0.00,1,"Rylo Rodriguez"
10704,1,1,1.00,1,"Travis Scott Featuring Drake"
10705,1,1,1.00,1,"Travis Scott Featuring Playboi Carti"
10706,1,1,1.00,1,"Travis Scott Featuring Rob49 & 21 Savage"
10707,1,1,1.00,1,"Travis Scott Featuring Teezo Touchdown"
10708,1,1,1.00,1,"Travis Scott & Beyonce"
10709,1,1,1.00,1,"Travis Scott Featuring SZA & Future"
10710,1,1,1.00,1,"Travis Scott Featuring Young Thug"
10711,1,1,0.00,1,"Travis Scott Featuring The Weeknd & Swae Lee"
10712,1,1,1.00,1,"Travis Scott Featuring James Blake & 21 Savage"
10713,1,1,1.00,1,"Tyler Childers"
10714,1,1,0.00,1,"Travis Scott Featuring Westside Gunn"
10715,1,1,0.00,1,"Travis Scott Featuring Kid Cudi"
10716,1,1,0.00,1,"Travis Scott Featuring Yung Lean & Dave Chappelle"
10717,1,1,1.00,1,"Offset & Cardi B"
10718,1,1,1.00,1,"Usher, Summer Walker & 21 Savage"
10719,1,1,1.00,1,"Grupo Frontera & Grupo Firme"
10720,1,1,1.00,1,"Karol G & Peso Pluma"
10721,1,1,0.00,1,"DJ Khaled, Lil Baby, Future & Lil Uzi Vert"
10722,1,1,0.00,1,"Karol G, Cris Mj & Ryan Castro"
10723,1,1,1.00,1,"Warren Zeiders"
10724,1,1,1.00,1,"Zach Bryan Featuring Kacey Musgraves"
10725,1,1,1.00,1,"Zach Bryan Featuring The War And Treaty"
10726,1,1,1.00,1,"Zach Bryan Featuring The Lumineers"
10727,1,1,1.00,1,"Zach Bryan Featuring Sierra Ferrell"
10728,1,1,0.00,1,"Gucci Mane Featuring J. Cole & Mike WiLL Made-It"
10729,1,1,0.00,1,"Carin Leon"
10730,1,1,1.00,1,"Victoria Monet"
10731,1,1,1.00,1,"Calle 24 x Chino Pacas x Fuerza Regida"
10732,1,1,0.00,1,"Timbaland, Nelly Furtado & Justin Timberlake"
10733,1,1,1.00,1,"Cardi B & Megan Thee Stallion"
10734,1,1,1.00,1,"Peso Pluma x Jasiel Nunez x Junior H"
10735,1,1,1.00,1,"Drake Featuring SZA"
10736,1,1,1.00,1,"Rod Wave Featuring 21 Savage"
10737,1,1,1.00,1,"Rod Wave & Wet"
10738,1,1,0.00,1,"Rod Wave & Sadie Jean"
10739,1,1,0.00,1,"Diddy, French Montana & The Weeknd Featuring 21 Savage"
10740,1,1,1.00,1,"Kenya Grace"
10741,1,1,1.00,1,"Paul Russell"
10742,1,1,1.00,1,"Zach Bryan Featuring Noah Kahan"
10743,1,1,1.00,1,"Zach Bryan Featuring Bon Iver"
10744,1,1,0.00,1,"Shakira X Fuerza Regida"
10745,1,1,1.00,1,"Mitski"
10746,1,1,1.00,1,"Maluma & Carin Leon"
10747,1,1,0.00,1,"Lil Tecca & Kodak Black"
10748,1,1,1.00,1,"Jung Kook & Jack Harlow"
10749,1,1,1.00,1,"Thomas Rhett Featuring Morgan Wallen"
10750,1,1,0.00,1,"Rick Ross & Meek Mill"
10751,1,0,0.00,1,"Lil Yachty & J. Cole"
10752,1,1,1.00,1,"Drake Featuring Yeat"
10753,1,1,1.00,1,"Drake Featuring Sexyy Red & SZA"
10754,1,1,1.00,1,"Drake Featuring Bad Bunny"
10755,1,1,1.00,1,"Drake Featuring Teezo Touchdown"
10756,1,1,1.00,1,"Drake Featuring Chief Keef"
10757,1,1,1.00,1,"Drake Featuring Lil Yachty"
10758,1,1,1.00,1,"Jessie Murph & Jelly Roll"
10759,1,1,0.00,1,"Noah Kahan With Kacey Musgraves"
10760,1,1,0.00,1,"Junior H"
10761,1,1,1.00,1,"Bad Bunny & Young Miko"
10762,1,1,1.00,1,"Bad Bunny & Feid"
10763,1,1,1.00,1,"Bad Bunny & Mora"
10764,1,1,1.00,1,"Bad Bunny & Luar La L"
10765,1,1,1.00,1,"Bad Bunny & Bryant Myers"
10766,1,1,0.00,1,"Offset Featuring Travis Scott"
10767,1,1,0.00,1,"Bad Bunny & YOVNGCHIMI"
10768,1,1,0.00,1,"Bad Bunny & Eladio Carrion"
10769,1,1,0.00,1,"Bad Bunny, Arcangel, De La Ghetto & Nengo Flow"
10770,1,1,0.00,1,"Offset & Don Toliver"
10771,1,1,1.00,1,"The Kid LAROI, Jung Kook & Central Cee"
10772,1,1,0.00,1,"blink-182"
10773,1,1,1.00,1,"The Citizens of Halloween"
10774,1,0,0.00,1,"Lil Mabu & chriseanrock"
10775,1,1,1.00,1,"Fuerza Regida & Marshmello"
10776,1,1,1.00,1,"Carly Pearce Featuring Chris Stapleton"
10777,1,1,1.00,1,"Noah Kahan With Hozier"
10778,1,1,1.00,1,"Riley Green Featuring Luke Combs"
10779,1,1,0.00,1,"YoungBoy Never Broke Again & Rod Wave"
10780,1,1,0.00,1,"Andre 3000"
10781,1,1,1.00,1,"Gene Autry & The Pinafores"
10782,1,0,0.00,1,"Kali Uchis & Karol G"
10783,1,1,0.00,1,"Noah Kahan With Gracie Abrams"
10784,1,1,0.00,1,"Frank Sinatra With Orchestra Conducted By Gordon Jenkins"
10785,1,1,1.00,1,"Nicki Minaj Featuring Lil Uzi Vert"
10786,1,1,0.00,1,"Nicki Minaj Featuring J. Cole"
10787,1,1,0.00,1,"Nicki Minaj Featuring Lil Wayne & Tate Kobang"
10788,1,1,0.00,1,"Nicki Minaj Featuring Lourdiz"
10789,1,1,1.00,1,"Nat ""King"" Cole"
10790,1,1,1.00,1,"Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins"
10791,1,1,1.00,1,"Peso Pluma & Anitta"
10792,1,1,1.00,1,"Flo Milli"
10793,1,1,0.00,1,"Juice WRLD, Eminem & benny blanco"
10794,1,0,0.00,1,"The Weeknd, JENNIE & Lily Rose Depp"
10795,1,1,1.00,1,"The Weeknd, Jennie & Lily Rose Depp"
10796,1,1,1.00,1,"Chayce Beckham"
10797,1,1,0.00,1,"Peso Pluma, Junior H & Oscar Maydon"
10798,1,1,1.00,1,"Sophie Ellis-Bextor"
10799,1,1,1.00,1,"4Batz"
10800,1,1,1.00,1,"Dylan Gossett"
10801,1,1,0.00,1,"Fridayy"
10802,1,0,0.00,1,"Tee Grizzley, Mariah The Scientist & Chris Brown"
10803,1,1,1.00,1,"21 Savage, Travis Scott & Metro Boomin"
10804,1,1,1.00,1,"21 Savage & Doja Cat"
10805,1,1,1.00,1,"Kali Uchis & Peso Pluma"
10806,1,1,1.00,1,"21 Savage, Young Thug & Metro Boomin"
10807,1,1,1.00,1,"21 Savage, Lil Durk & Metro Boomin"
10808,1,1,1.00,1,"21 Savage & Brent Faiyaz"
10809,1,1,1.00,1,"21 Savage & Summer Walker"
10810,1,1,0.00,1,"21 Savage, Tommy Newport & Mikky Ekko"
10811,1,1,0.00,1,"21 Savage, Burna Boy & Metro Boomin"
10812,1,1,0.00,1,"21 Savage & Mariah The Scientist"
10813,1,1,0.00,1,"That Mexican OT"
10814,1,1,0.00,1,"Oscar Ortiz X Edgardo Nunez"
10815,1,1,1.00,1,"Chris Brown Featuring Davido & Lojay"
10816,1,1,0.00,1,"Tom MacDonald X Ben Shapiro"
10817,1,1,1.00,1,"YG Marley"
10818,1,1,1.00,1,"Good Neighbours"
10819,1,1,1.00,1,"Rich Amiri"
10820,1,1,0.00,1,"Conner Smith"
10821,1,1,0.00,1,"Christian Nodal & Peso Pluma"
10822,1,1,1.00,1,"Michael Marcagi"
10823,1,1,1.00,1,"¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti"
10824,1,1,1.00,1,"¥$: Kanye West & Ty Dolla $ign Featuring North West"
10825,1,1,1.00,1,"¥$: Kanye West & Ty Dolla $ign Featuring Lil Durk & Bump J"
10826,1,1,1.00,1,"Djo"
10827,1,1,1.00,1,"Karol G & Tiesto"
10828,1,1,0.00,1,"Pharrell & Miley Cyrus"
10829,1,1,1.00,1,"¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti"
10830,1,1,1.00,1,"4Batz Featuring Drake"
10831,1,1,0.00,1,"Ariana Grande Featuring Nonna"
10832,1,1,1.00,1,"Bryan Martin"
10833,1,1,1.00,1,"FloyyMenor X Cris Mj"
10834,1,1,1.00,1,"Future, Metro Boomin & Kendrick Lamar"
10835,1,1,1.00,1,"Future, Metro Boomin, Travis Scott & Playboi Carti"
10836,1,1,1.00,1,"Future, Metro Boomin & Travis Scott"
10837,1,1,1.00,1,"Future, Metro Boomin & Rick Ross"
10838,1,1,0.00,1,"Peso Pluma, Tito Double P & Joel de La P"
10839,1,1,1.00,1,"Artemas"
10840,1,1,0.00,1,"Shakira & Cardi B"
10841,1,1,0.00,1,"Hozier & Allison Russell"
10842,1,1,0.00,1,"Joyner Lucas & Jelly Roll"
10843,1,1,1.00,1,"Beyonce & Miley Cyrus"
10844,1,1,1.00,1,"Beyonce & Post Malone"
10845,1,1,1.00,1,"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts"
10846,1,1,0.00,1,"Beyonce, Linda Martell & Shaboozey"
10847,1,1,0.00,1,"Beyonce & Rumi Carter"
10848,1,1,1.00,1,"Beyonce & Dolly Parton"
10849,1,1,0.00,1,"Beyonce & Willie Jones"
10850,1,1,0.00,1,"Beyonce & Shaboozey"
10851,1,1,0.00,1,"Camila Cabello & Playboi Carti"
10852,1,1,0.00,1,"J. Cole Featuring Ari Lennox, Young Dro & Gucci Mane"
10853,1,1,0.00,1,"J. Cole Featuring Bas & Central Cee"
10854,1,1,0.00,1,"J. Cole Featuring Cam'Ron"
10855,1,1,0.00,1,"J. Cole Featuring Daylyt & Ab-Soul"
10856,1,1,0.00,1,"J. Cole Featuring Bas"
10857,1,1,1.00,1,"Bakar Featuring Summer Walker"
10858,1,1,0.00,1,"ILLIT"
10859,1,1,0.00,1,"Future, Metro Boomin & J. Cole"
10860,1,1,1.00,1,"Lay Bankz"
10861,1,1,1.00,1,"Key Glock & Young Dolph"
10862,1,1,0.00,1,"Future, Metro Boomin & Lil Baby"
10863,1,1,0.00,1,"Future, Metro Boomin & A$AP Rocky"
10864,1,1,0.00,1,"Future, Metro Boomin & Brownstone"
10865,1,1,0.00,1,"Ken Carson"
10866,1,1,1.00,1,"Taylor Swift Featuring Post Malone"
10867,1,1,1.00,1,"Taylor Swift Featuring Florence + The Machine"
10868,1,0,0.00,1,"$uicideBoy$"
10869,1,1,0.00,1,"Myke Towers & Bad Bunny"
10870,1,1,1.00,1,"JT"
10871,1,1,1.00,1,"Luis R Conriquez x Neton Vega"
10872,1,1,1.00,1,"Post Malone Featuring Morgan Wallen"
10873,1,1,0.00,1,"Peso Pluma, Junior H & Eslabon Armado"
10874,1,1,0.00,1,"Stray Kids Featuring Charlie Puth"
10875,1,1,1.00,1,"Koe Wetzel"
10876,1,1,0.00,1,"Shoreline Mafia Presents OhGeesy & Fenix Flexin"
10877,1,1,1.00,1,"Central Cee & Lil Baby"
10878,1,1,1.00,1,"Sexyy Red & Drake"
10879,1,1,1.00,1,"Cris Mj"
10880,1,1,0.00,1,"Ashley Cooke"
10881,1,1,0.00,1,"Don Toliver Featuring Charlie Wilson & Cash Cobain"
10882,1,1,1.00,1,"Tinashe"
10883,1,1,1.00,1,"Koe Wetzel & Jessie Murph"
10884,1,1,0.00,1,"Zach Bryan & Noeline Hofmann"
10885,1,1,0.00,1,"Falling In Reverse & Jelly Roll"
10886,1,1,1.00,1,"Moneybagg Yo Featuring Morgan Wallen"
10887,1,1,0.00,1,"Don Toliver Featuring Kodak Black"
10888,1,1,1.00,1,"Dustin Lynch Featuring Jelly Roll"
10889,1,1,1.00,1,"Post Malone Featuring Blake Shelton"
10890,1,1,1.00,1,"Gracie Abrams Featuring Taylor Swift"
10891,1,1,1.00,1,"Ella Langley Featuring Riley Green"
10892,1,1,1.00,1,"Mustard & Travis Scott"
10893,1,1,0.00,1,"Charli XCX With Lorde"
10894,1,1,0.00,1,"Peso Pluma & Ivan Cornejo"
10895,1,1,1.00,1,"Jordan Adetunji"
10896,1,1,0.00,1,"Peso Pluma, Natanael Cano & Gabito Ballesteros"
10897,1,1,1.00,1,"Peso Pluma & Neton Vega"
10898,1,1,1.00,1,"Kelsea Ballerini & Noah Kahan"
10899,1,1,0.00,1,"Camila Cabello Featuring Drake"
10900,1,1,1.00,1,"Megan Thee Stallion Featuring Yuki Chiba"
10901,1,1,0.00,1,"LISA"
10902,1,1,0.00,1,"Jimin & Loco"
10903,1,1,1.00,1,"Eminem, Big Sean & BabyTron"
10904,1,0,0.00,1,"David Guetta & OneRepublic"
10905,1,1,1.00,1,"Quavo & Lana Del Rey"
10906,1,1,1.00,1,"Zach Bryan Featuring John Mayer"
10907,1,1,0.00,1,"Zach Bryan Featuring Bruce Springsteen"
10908,1,1,0.00,1,"Zach Bryan Featuring John Moreland"
10909,1,1,1.00,1,"Eminem & JID"
10910,1,1,1.00,1,"Eminem & Jelly Roll"
10911,1,1,0.00,1,"Eminem & Sly Pyper"
10912,1,1,0.00,1,"Eminem & Skylar Grey"
10913,1,1,0.00,1,"Eminem, Dem Jointz & Sly Pyper"
10914,1,1,1.00,1,"Ice Spice & Central Cee"
10915,1,1,0.00,1,"Eminem & Ez Mil"
10916,1,1,0.00,1,"BossMan DLow & Lil Baby"
10917,1,1,1.00,1,"Real Boston Richey"
10918,1,1,0.00,1,"Sevdaliza, Pabllo Vittar & Yseult"
10919,1,1,1.00,1,"mgk & Jelly Roll"
10920,1,1,1.00,1,"Hanumankind X Kalmi"
10921,1,1,0.00,1,"Lil Yachty & ian"
10922,1,1,0.00,1,"Royel Otis"
10923,1,1,1.00,1,"Charli xcx Featuring Billie Eilish"
10924,1,1,1.00,1,"¥$: Kanye West & Ty Dolla $ign Featuring Playboi Carti, Kodak Black & Don Toliver"
10925,1,1,0.00,1,"¥$: Kanye West & Ty Dolla $ign Featuring Future"
10926,1,1,0.00,1,"Jessie Murph With Teddy Swims"
10927,1,1,0.00,1,"A$AP Rocky Featuring Jessica Pratt"
10928,1,1,1.00,1,"Drake, Young Thug & 21 Savage"
10929,1,1,0.00,1,"Richy Mitch And The Coal Miners"
10930,1,1,0.00,1,"Drake Featuring Latto"
10931,1,1,0.00,1,"Drew Baldridge"
10932,1,1,1.00,1,"Lady Gaga & Bruno Mars"
10933,1,1,1.00,1,"Post Malone Featuring Tim McGraw"
10934,1,1,1.00,1,"Post Malone Featuring Jelly Roll"
10935,1,1,1.00,1,"Post Malone Featuring Chris Stapleton"
10936,1,1,0.00,1,"Post Malone Featuring Hank Williams Jr."
10937,1,1,0.00,1,"Post Malone Featuring Lainey Wilson"
10938,1,1,0.00,1,"Post Malone Featuring Dolly Parton"
10939,1,1,0.00,1,"Post Malone Featuring Brad Paisley"
10940,1,1,0.00,1,"Post Malone Featuring HARDY"
10941,1,1,0.00,1,"Post Malone Featuring ERNEST"
10942,1,1,0.00,1,"Post Malone Featuring Sierra Ferrell"
10943,1,1,0.00,1,"Post Malone Featuring Billy Strings"
10944,1,1,0.00,1,"LISA Featuring Rosalia"
10945,1,1,1.00,1,"Gigi Perez"
10946,1,0,0.00,1,"Lil Yachty & Veeze"
10947,1,1,1.00,1,"Megan Thee Stallion & RM"
10948,1,1,1.00,1,"Tito Double P & Peso Pluma"
10949,1,1,0.00,1,"A$AP Rocky Featuring J. Cole"
10950,1,1,0.00,1,"Surf Curse"
10951,1,1,0.00,1,"Charli xcx Featuring Troye Sivan"
10952,1,1,1.00,1,"The Weeknd & Playboi Carti"
10953,1,1,1.00,1,"Cody Johnson & Carrie Underwood"
10954,1,1,0.00,1,"Tee Grizzley & J. Cole"
10955,1,1,1.00,1,"NLE Choppa & 41"
10956,1,1,0.00,1,"Odetari"
10957,1,1,1.00,1,"KSI Featuring Trippie Redd"
10958,1,1,0.00,1,"Coldplay Featuring Little Simz, Burna Boy, Elyanna & TINI"
10959,1,1,1.00,1,"GloRilla & Sexyy Red"
10960,1,1,1.00,1,"Charli xcx Featuring Ariana Grande"
10961,1,1,0.00,1,"Rod Wave Featuring Lil Yachty & Lil Baby"
10962,1,1,0.00,1,"Rod Wave & Be Charlotte"
10963,1,1,1.00,1,"GloRilla & T-Pain"
10964,1,1,0.00,1,"Jennie"
10965,1,1,1.00,1,"ROSE & Bruno Mars"
10966,1,1,1.00,1,"Oscar Maydon & Fuerza Regida"
10967,1,1,1.00,1,"Tyler, The Creator Featuring Daniel Caesar"
10968,1,1,1.00,1,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne"
10969,1,1,1.00,1,"Tyler, The Creator Featuring ScHoolboy Q & Santigold"
10970,1,1,1.00,1,"Tyler, The Creator Featuring Daniel Caesar & Latoiya Williams"
10971,1,1,1.00,1,"Tyler, The Creator Featuring Lola Young"
10972,1,1,1.00,1,"Tyler, The Creator Featuring Doechii"
10973,1,1,1.00,1,"The Weeknd & Anitta"
10974,1,1,1.00,1,"Brandon Lake"
10975,1,1,0.00,1,"Karol G, Feid & DFZM Featuring Ovy On The Drums, J Balvin, Maluma, Ryan Castro & Blessd"
10976,1,1,0.00,1,"Loe Shimmy & Brent Faiyaz"
10977,1,1,1.00,1,"Rauw Alejandro & Bad Bunny"
10978,1,1,1.00,1,"Rauw Alejandro & Romeo Santos"
10979,1,1,0.00,1,"Juice WRLD & Nicki Minaj"
10980,1,1,0.00,1,"Rauw Alejandro & Laura Pausini"
10981,1,1,0.00,1,"Rauw Alejandro & Feid"
10982,1,0,0.00,1,"Brooks & Dunn With Morgan Wallen"
10983,1,1,1.00,1,"Kendrick Lamar Featuring Lefty Gunplay"
10984,1,1,1.00,1,"Kendrick Lamar Featuring Dody6"
10985,1,1,1.00,1,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch"
10986,1,1,1.00,1,"Kendrick Lamar Featuring AzChike"
10987,1,1,1.00,1,"Kendrick Lamar Featuring Hitta J3, YoungThreat & Peysoh"
10988,1,1,1.00,1,"Cynthia Erivo Featuring Ariana Grande"
10989,1,1,1.00,1,"Ariana Grande & Cynthia Erivo"
10990,1,1,0.00,1,"Ariana Grande Featuring Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke & Jenna Boyd"
10991,1,1,0.00,1,"Jonathan Bailey Featuring Ariana Grande, Ethan Slater, Marissa Bode & Cynthia Erivo"
10992,1,1,0.00,1,"Cynthia Erivo Featuring Michelle Yeoh"
10993,1,1,0.00,1,"Stromae & Pomme"
10994,1,1,1.00,1,"Lola Young"
10995,1,0,0.00,1,"V With Park Hyo Shin"
10996,1,1,0.00,1,"V & Bing Crosby"
10997,1,1,1.00,1,"Sam Barber Featuring Avery Anna"
10998,1,1,1.00,1,"SZA With Kendrick Lamar"
